Price,usable_area_sqft,bedroom,Bathroom,bathroom_ratio,balconies,Floor No,floors,floor_ratio,area_price_mean,city_price_mean,amenity_count,luxury_score,Facing,Maintenance Charges,isPrimeLocationProperty_Y
85000000.0,1976.0,6,4.0,0.6666666666666666,4.0,16.0,27.0,0.5925925925925926,31693908.45,24070717.1742495,90,5,East,10000.0,True
29000000.0,991.0,3,3.0,1.0,1.0,16.0,21.0,0.7619047619047619,31693908.45,24070717.1742495,90,5,East,2500.0,True
22400000.0,756.0,2,2.0,1.0,1.0,12.0,22.0,0.5454545454545454,31693908.45,24070717.1742495,90,5,East,8000.0,True
32800000.0,992.0,3,3.0,1.0,1.0,13.0,22.0,0.5909090909090909,31693908.45,24070717.1742495,90,5,East,10000.0,True
35401628.0,1076.0,3,3.0,1.0,1.0,15.0,25.0,0.6,31693908.45,24070717.1742495,90,5,East,10000.0,True
20796000.0,616.0,2,2.0,1.0,2.0,7.0,22.0,0.3181818181818182,31693908.45,24070717.1742495,90,5,North - East,7.0,True
14469000.0,546.0,2,2.0,1.0,2.0,19.0,23.0,0.8260869565217391,11356333.333333334,24070717.1742495,89,5,East,6000.0,True
35000000.0,987.0,3,2.0,0.6666666666666666,2.0,2.0,27.0,0.074074074074074,31693908.45,24070717.1742495,90,5,North - West,12000.0,True
17208000.0,598.0,2,2.0,1.0,1.0,9.0,22.0,0.4090909090909091,31693908.45,24070717.1742495,89,5,East,5300.0,True
91500000.0,2065.0,4,6.0,1.5,2.0,27.0,32.0,0.84375,31693908.45,24070717.1742495,90,5,East,25000.0,True
22200000.0,758.0,2,2.0,1.0,2.0,9.0,19.0,0.4736842105263157,31693908.45,24070717.1742495,90,5,East,7000.0,True
14200000.0,653.0,2,2.0,1.0,2.0,11.0,18.0,0.6111111111111112,14981718.731343284,24070717.1742495,90,5,East,5.0,True
20800000.0,709.0,2,2.0,1.0,2.0,17.0,21.0,0.8095238095238095,31693908.45,24070717.1742495,90,5,East,5.0,True
23900000.0,758.0,2,2.0,1.0,1.0,12.0,20.0,0.6,31693908.45,24070717.1742495,90,5,East,8400.0,True
46000000.0,1450.0,4,3.0,0.75,2.0,7.0,16.0,0.5333333333333333,31693908.45,24070717.1742495,0,0,East,2500.0,True
21890000.0,618.0,2,2.0,1.0,2.0,7.0,16.0,0.5333333333333333,31693908.45,24070717.1742495,0,0,East,2500.0,True
9405000.0,380.0,1,1.0,1.0,2.0,7.0,16.0,0.5333333333333333,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
14000000.0,528.0,2,2.0,1.0,2.0,7.0,16.0,0.5333333333333333,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
9500000.0,398.0,1,2.0,2.0,2.0,7.0,16.0,0.5333333333333333,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
23000000.0,740.0,2,3.0,1.5,1.0,10.0,22.0,0.4545454545454545,31693908.45,24070717.1742495,90,5,East,12.0,True
23900000.0,758.0,2,2.0,1.0,1.0,12.0,20.0,0.6,31693908.45,24070717.1742495,90,5,East,8400.0,True
46000000.0,1450.0,4,3.0,0.75,2.0,7.0,16.0,0.5333333333333333,31693908.45,24070717.1742495,0,0,East,2500.0,True
21890000.0,618.0,2,2.0,1.0,2.0,7.0,16.0,0.5333333333333333,31693908.45,24070717.1742495,0,0,East,2500.0,True
9405000.0,380.0,1,1.0,1.0,2.0,7.0,16.0,0.5333333333333333,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
14000000.0,528.0,2,2.0,1.0,2.0,7.0,16.0,0.5333333333333333,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
9500000.0,398.0,1,2.0,2.0,2.0,7.0,16.0,0.5333333333333333,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
23000000.0,740.0,2,3.0,1.5,1.0,10.0,22.0,0.4545454545454545,31693908.45,24070717.1742495,90,5,East,12.0,True
13500000.0,415.0,1,2.0,2.0,2.0,1.0,7.0,0.1428571428571428,14981718.731343284,24070717.1742495,3,0,South,2500.0,False
18500000.0,618.0,2,2.0,1.0,1.0,11.0,35.0,0.3142857142857143,31693908.45,24070717.1742495,89,5,East,7000.0,True
18500000.0,616.0,2,2.0,1.0,2.0,17.0,22.0,0.7727272727272727,31693908.45,24070717.1742495,90,5,East,9.0,True
19500000.0,618.0,2,2.0,1.0,2.0,12.0,20.0,0.6,31693908.45,24070717.1742495,90,5,East,6500.0,True
11000000.0,458.0,1,2.0,2.0,2.0,16.0,22.0,0.7272727272727273,14981718.731343284,24070717.1742495,0,0,East,2500.0,False
4500000.0,225.0,1,1.0,1.0,2.0,4.0,7.0,0.5714285714285714,14981718.731343284,24070717.1742495,2,0,North,2500.0,False
13500000.0,452.0,1,2.0,2.0,2.0,4.0,7.0,0.5714285714285714,15000000.0,24070717.1742495,0,0,East,2500.0,True
5500000.0,275.0,1,1.0,1.0,2.0,4.0,7.0,0.5714285714285714,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
6500000.0,590.0,1,1.0,1.0,1.0,9.0,21.0,0.4285714285714285,12966666.666666666,24070717.1742495,0,0,East,2500.0,True
16100000.0,769.0,1,1.0,1.0,1.0,5.0,14.0,0.3571428571428571,31693908.45,24070717.1742495,2,0,North,2500.0,True
69000000.0,1820.0,3,3.0,1.0,2.0,23.0,27.0,0.8518518518518519,14981718.731343284,24070717.1742495,90,5,East,2500.0,True
35000000.0,863.0,3,2.0,0.6666666666666666,2.0,6.0,27.0,0.2222222222222222,31693908.45,24070717.1742495,89,5,North,15000.0,True
9500000.0,440.0,1,2.0,2.0,2.0,5.0,21.0,0.238095238095238,14981718.731343284,24070717.1742495,89,5,East,2500.0,True
33600000.0,1076.0,3,3.0,1.0,1.0,17.0,22.0,0.7727272727272727,31693908.45,24070717.1742495,89,5,East,16140.0,True
17500000.0,890.0,2,2.0,1.0,3.0,11.0,21.0,0.5238095238095238,31693908.45,24070717.1742495,90,5,East,4500.0,True
33600000.0,1076.0,3,3.0,1.0,2.0,16.0,20.0,0.8,31693908.45,24070717.1742495,90,5,East,10760.0,True
14999000.0,638.0,2,2.0,1.0,2.0,9.0,21.0,0.4285714285714285,31693908.45,24070717.1742495,90,5,North - East,6000.0,True
12000000.0,710.0,1,1.0,1.0,2.0,5.0,7.0,0.7142857142857143,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
15300000.0,500.0,1,2.0,2.0,2.0,5.0,6.0,0.8333333333333334,15000000.0,24070717.1742495,90,5,East,2500.0,True
5500000.0,225.0,1,1.0,1.0,2.0,2.0,2.0,1.0,14981718.731343284,24070717.1742495,2,0,East,2500.0,True
11500000.0,370.0,1,1.0,1.0,2.0,4.0,6.0,0.6666666666666666,15000000.0,24070717.1742495,0,0,East,2500.0,True
3800000.0,180.0,1,1.0,1.0,1.0,7.0,16.0,0.5333333333333333,12966666.666666666,24070717.1742495,0,0,East,2500.0,True
8200000.0,320.0,1,1.0,1.0,2.0,4.0,8.0,0.5,14981718.731343284,24070717.1742495,0,0,East,2500.0,False
24500000.0,779.0,2,2.0,1.0,2.0,8.0,10.0,0.8,14981718.731343284,24070717.1742495,0,0,East,2500.0,False
7500000.0,269.0,1,1.0,1.0,3.0,1.0,7.0,0.1428571428571428,14981718.731343284,24070717.1742495,0,0,East,2500.0,False
18500000.0,600.0,2,2.0,1.0,2.0,7.0,7.0,1.0,14981718.731343284,24070717.1742495,0,0,East,2500.0,False
4000000.0,230.0,1,1.0,1.0,1.0,1.0,1.0,1.0,14981718.731343284,24070717.1742495,0,0,East,2500.0,False
3500000.0,280.0,1,1.0,1.0,1.0,7.0,16.0,0.5333333333333333,31693908.45,24070717.1742495,0,0,East,2500.0,False
23300000.0,950.0,3,3.0,1.0,3.0,7.0,16.0,0.5333333333333333,31693908.45,24070717.1742495,90,5,East,8000.0,True
23600000.0,950.0,3,3.0,1.0,3.0,7.0,16.0,0.5333333333333333,31693908.45,24070717.1742495,90,5,East,11000.0,True
30000000.0,885.0,3,3.0,1.0,3.0,8.0,12.0,0.6666666666666666,14981718.731343284,24070717.1742495,0,0,East,2500.0,False
7950000.0,400.0,1,1.0,1.0,2.0,3.0,7.0,0.4285714285714285,14981718.731343284,24070717.1742495,3,0,North,1200.0,False
13500000.0,750.0,2,2.0,1.0,2.0,6.0,7.0,0.8571428571428571,14981718.731343284,24070717.1742495,0,0,East,2500.0,False
8500000.0,330.0,1,1.0,1.0,2.0,7.0,7.0,1.0,11356333.333333334,24070717.1742495,4,0,East,2500.0,False
12500000.0,424.0,1,2.0,2.0,2.0,10.0,22.0,0.4545454545454545,31693908.45,24070717.1742495,90,5,North,5500.0,True
5100000.0,225.0,1,1.0,1.0,2.0,7.0,7.0,1.0,14981718.731343284,24070717.1742495,90,5,West,2500.0,False
15000000.0,548.0,1,1.0,1.0,1.0,5.0,11.0,0.4545454545454545,14981718.731343284,24070717.1742495,6,0,East,2500.0,True
25555555.0,797.0,2,2.0,1.0,2.0,6.0,11.0,0.5454545454545454,31693908.45,24070717.1742495,90,5,East,4500.0,True
14000000.0,530.0,2,2.0,1.0,2.0,9.0,21.0,0.4285714285714285,14981718.731343284,24070717.1742495,89,5,East,3500.0,True
9900000.0,373.0,1,2.0,2.0,2.0,5.0,21.0,0.238095238095238,14981718.731343284,24070717.1742495,90,5,East,2500.0,True
14200000.0,682.0,2,2.0,1.0,2.0,12.0,18.0,0.6666666666666666,14981718.731343284,24070717.1742495,90,5,East,7500.0,True
10500000.0,410.0,1,3.0,3.0,2.0,2.0,7.0,0.2857142857142857,15000000.0,24070717.1742495,7,0,East,2500.0,True
15000000.0,396.0,1,2.0,2.0,2.0,15.0,23.0,0.6521739130434783,31693908.45,24070717.1742495,90,5,South -West,2500.0,True
12500000.0,450.0,1,1.0,1.0,2.0,2.0,7.0,0.2857142857142857,31693908.45,24070717.1742495,7,0,West,2500.0,True
15000000.0,524.0,2,2.0,1.0,2.0,6.0,9.0,0.6666666666666666,15000000.0,24070717.1742495,90,5,North - East,2500.0,True
37000000.0,987.0,3,2.0,0.6666666666666666,2.0,12.0,27.0,0.4444444444444444,31693908.45,24070717.1742495,90,5,South - East,12500.0,True
36000000.0,1230.0,4,4.0,1.0,2.0,7.0,8.0,0.875,14981718.731343284,24070717.1742495,12,0,North,2500.0,True
14600000.0,415.0,1,2.0,2.0,2.0,1.0,7.0,0.1428571428571428,14981718.731343284,24070717.1742495,89,5,South,2000.0,True
12500000.0,410.0,1,2.0,2.0,2.0,21.0,23.0,0.9130434782608696,14981718.731343284,24070717.1742495,8,0,North,2500.0,True
37500000.0,1055.0,3,3.0,1.0,2.0,11.0,11.0,1.0,14981718.731343284,24070717.1742495,23,0,North - East,0.0,True
14000000.0,479.0,1,2.0,2.0,2.0,5.0,7.0,0.7142857142857143,14981718.731343284,24070717.1742495,89,5,East,0.0,True
10200000.0,348.0,1,2.0,2.0,2.0,5.0,18.0,0.2777777777777778,15000000.0,24070717.1742495,0,0,East,2500.0,True
70000000.0,1691.0,4,4.0,1.0,1.0,13.0,32.0,0.40625,31693908.45,24070717.1742495,89,5,East,2500.0,True
20800000.0,618.0,2,2.0,1.0,1.0,10.0,21.0,0.4761904761904761,31693908.45,24070717.1742495,90,5,East,6500.0,True
26000000.0,800.0,2,2.0,1.0,1.0,4.0,11.0,0.3636363636363636,14981718.731343284,24070717.1742495,89,5,North,2500.0,True
17500000.0,618.0,2,2.0,1.0,2.0,9.0,22.0,0.4090909090909091,31693908.45,24070717.1742495,90,5,East,6000.0,True
32004000.0,1076.0,3,3.0,1.0,1.0,14.0,22.0,0.6363636363636364,31693908.45,24070717.1742495,90,5,East,2500.0,True
28500000.0,991.0,3,3.0,1.0,1.0,8.0,22.0,0.3636363636363636,31693908.45,24070717.1742495,90,5,East,11000.0,True
9600000.0,427.0,1,2.0,2.0,3.0,11.0,22.0,0.5,14981718.731343284,24070717.1742495,90,5,North - East,2000.0,True
13200000.0,587.0,2,2.0,1.0,3.0,12.0,22.0,0.5454545454545454,14981718.731343284,24070717.1742495,90,5,North - West,4000.0,True
13500000.0,424.0,1,1.0,1.0,2.0,7.0,22.0,0.5333333333333333,31693908.45,24070717.1742495,90,5,East,2500.0,True
13000000.0,439.0,1,2.0,2.0,2.0,7.0,22.0,0.5333333333333333,31693908.45,24070717.1742495,90,5,North - East,2500.0,True
71000000.0,1691.0,4,6.0,1.5,1.0,13.0,27.0,0.4814814814814814,31693908.45,24070717.1742495,89,5,North,25000.0,True
22000000.0,1040.0,3,3.0,1.0,3.0,6.0,16.0,0.375,31693908.45,24070717.1742495,89,5,South - East,0.0,True
13300000.0,600.0,2,2.0,1.0,4.0,9.0,20.0,0.45,14981718.731343284,24070717.1742495,90,5,East,3.0,True
14600000.0,653.0,2,2.0,1.0,2.0,15.0,18.0,0.8333333333333334,14981718.731343284,24070717.1742495,89,5,North - East,2500.0,True
9500000.0,405.0,1,1.0,1.0,2.0,12.0,21.0,0.5714285714285714,14981718.731343284,24070717.1742495,9,0,West,2500.0,True
9900000.0,463.0,1,2.0,2.0,2.0,10.0,12.0,0.8333333333333334,14981718.731343284,24070717.1742495,90,5,East,2500.0,True
9400000.0,354.0,1,1.0,1.0,2.0,6.0,7.0,0.8571428571428571,9400000.0,24070717.1742495,90,5,North - East,2500.0,True
14000000.0,650.0,2,2.0,1.0,2.0,10.0,18.0,0.5555555555555556,14981718.731343284,24070717.1742495,89,5,East,3000.0,True
56500000.0,1320.0,3,3.0,1.0,2.0,7.0,28.0,0.5333333333333333,31693908.45,24070717.1742495,16,0,East,7500.0,True
19900000.0,618.0,2,2.0,1.0,1.0,10.0,27.0,0.3703703703703703,31693908.45,24070717.1742495,89,5,East,4000.0,True
12500000.0,402.0,2,2.0,1.0,2.0,10.0,22.0,0.4545454545454545,14981718.731343284,24070717.1742495,90,5,East,4000.0,True
13000000.0,424.0,1,2.0,2.0,2.0,3.0,22.0,0.1363636363636363,31693908.45,24070717.1742495,90,5,East,0.0,True
8750000.0,427.0,1,2.0,2.0,1.0,18.0,23.0,0.782608695652174,31693908.45,24070717.1742495,90,5,East,4000.0,True
18000000.0,620.0,2,2.0,1.0,2.0,9.0,26.0,0.3461538461538461,14981718.731343284,24070717.1742495,90,5,East,2500.0,True
12400000.0,605.0,2,2.0,1.0,2.0,15.0,23.0,0.6521739130434783,12400000.0,24070717.1742495,90,5,East,6000.0,True
60000000.0,1800.0,5,5.0,1.0,1.0,23.0,31.0,0.7419354838709677,31693908.45,24070717.1742495,90,5,East,15000.0,True
20000000.0,709.0,2,2.0,1.0,2.0,4.0,22.0,0.1818181818181818,31693908.45,24070717.1742495,90,5,East,2500.0,True
15500000.0,600.0,2,2.0,1.0,3.0,6.0,23.0,0.2608695652173913,14981718.731343284,24070717.1742495,89,5,West,4700.0,True
13261155.0,517.0,2,2.0,1.0,2.0,2.0,23.0,0.0869565217391304,14981718.731343284,24070717.1742495,90,5,West,5000.0,True
16500000.0,644.0,2,2.0,1.0,1.0,17.0,39.0,0.4358974358974359,12966666.666666666,24070717.1742495,89,5,East,5000.0,True
13000000.0,452.0,1,2.0,2.0,2.0,4.0,7.0,0.5714285714285714,15000000.0,24070717.1742495,11,0,North,4200.0,True
20800000.0,618.0,2,2.0,1.0,2.0,12.0,22.0,0.5454545454545454,31693908.45,24070717.1742495,90,5,West,7000.0,True
13000000.0,610.0,2,2.0,1.0,3.0,11.0,23.0,0.4782608695652174,14981718.731343284,24070717.1742495,90,5,East,2500.0,True
8700000.0,427.0,1,2.0,2.0,3.0,21.0,23.0,0.9130434782608696,14981718.731343284,24070717.1742495,90,5,East,2500.0,True
19600000.0,618.0,2,2.0,1.0,2.0,11.0,22.0,0.5,31693908.45,24070717.1742495,90,5,West,0.0,True
13900000.0,424.0,1,2.0,2.0,2.0,16.0,22.0,0.7272727272727273,31693908.45,24070717.1742495,90,5,West,0.0,True
12500000.0,450.0,1,1.0,1.0,1.0,9.0,22.0,0.4090909090909091,12966666.666666666,24070717.1742495,89,5,East,5000.0,True
18500000.0,858.0,2,2.0,1.0,3.0,3.0,19.0,0.1578947368421052,31693908.45,24070717.1742495,89,5,East,0.0,True
14800000.0,642.0,2,2.0,1.0,2.0,8.0,22.0,0.3636363636363636,14981718.731343284,24070717.1742495,89,5,East,7500.0,True
14600000.0,700.0,2,2.0,1.0,2.0,6.0,18.0,0.3333333333333333,14981718.731343284,24070717.1742495,90,5,North - East,10.0,True
90000000.0,1718.0,4,5.0,1.25,1.0,29.0,32.0,0.90625,31693908.45,24070717.1742495,90,5,East,30000.0,True
21500000.0,758.0,2,2.0,1.0,2.0,18.0,21.0,0.8571428571428571,31693908.45,24070717.1742495,90,5,East,5.0,True
26000000.0,996.0,3,2.0,0.6666666666666666,5.0,14.0,23.0,0.6086956521739131,31693908.45,24070717.1742495,89,5,East,6500.0,True
5800000.0,275.0,1,2.0,2.0,2.0,1.0,7.0,0.1428571428571428,14981718.731343284,24070717.1742495,9,0,South,500.0,True
8150000.0,405.0,1,1.0,1.0,2.0,11.0,23.0,0.4782608695652174,14981718.731343284,24070717.1742495,90,5,East,4500.0,True
92500000.0,2700.0,6,6.0,1.0,1.0,28.0,31.0,0.9032258064516128,31693908.45,24070717.1742495,90,5,East,20000.0,True
93900000.0,2700.0,5,6.0,1.2,2.0,28.0,29.0,0.9655172413793104,31693908.45,24070717.1742495,89,5,East,2500.0,True
11300000.0,463.0,1,2.0,2.0,2.0,12.0,23.0,0.5217391304347826,14981718.731343284,24070717.1742495,89,5,East,3500.0,True
18400000.0,677.0,2,2.0,1.0,2.0,16.0,22.0,0.7272727272727273,14981718.731343284,24070717.1742495,90,5,West,10.0,True
12000000.0,439.0,1,2.0,2.0,2.0,12.0,21.0,0.5714285714285714,31693908.45,24070717.1742495,90,5,West,5000.0,True
12900000.0,610.0,2,2.0,1.0,2.0,12.0,27.0,0.4444444444444444,14981718.731343284,24070717.1742495,90,5,East,7.0,True
9900000.0,425.0,1,2.0,2.0,2.0,12.0,27.0,0.4444444444444444,14981718.731343284,24070717.1742495,90,5,East,7.0,True
31800000.0,1076.0,3,3.0,1.0,1.0,10.0,22.0,0.4545454545454545,31693908.45,24070717.1742495,90,5,East,12912.0,True
10500000.0,520.0,1,2.0,2.0,1.0,5.0,22.0,0.2272727272727272,14981718.731343284,24070717.1742495,90,5,East,4200.0,True
12200000.0,424.0,1,2.0,2.0,2.0,7.0,22.0,0.5333333333333333,31693908.45,24070717.1742495,90,5,East,6000.0,True
19600000.0,618.0,2,2.0,1.0,1.0,7.0,22.0,0.5333333333333333,31693908.45,24070717.1742495,90,5,West,8000.0,True
37500000.0,890.0,3,2.0,0.6666666666666666,2.0,8.0,27.0,0.2962962962962963,31693908.45,24070717.1742495,89,5,East,20000.0,True
26500000.0,913.0,3,3.0,1.0,1.0,15.0,21.0,0.7142857142857143,31693908.45,24070717.1742495,90,5,East,2500.0,True
31000000.0,1269.0,2,2.0,1.0,2.0,7.0,7.0,1.0,15000000.0,24070717.1742495,89,5,East,4500.0,True
20000000.0,891.0,2,2.0,1.0,2.0,10.0,17.0,0.5882352941176471,31693908.45,24070717.1742495,90,5,East,8000.0,True
9954000.0,463.0,1,2.0,2.0,2.0,8.0,18.0,0.4444444444444444,14981718.731343284,24070717.1742495,90,5,East,8.0,True
18500000.0,620.0,2,2.0,1.0,2.0,10.0,21.0,0.4761904761904761,31693908.45,24070717.1742495,89,5,East,6200.0,True
19000000.0,614.0,2,2.0,1.0,1.0,12.0,22.0,0.5454545454545454,31693908.45,24070717.1742495,90,5,East,8000.0,True
16800000.0,658.0,2,2.0,1.0,2.0,12.0,23.0,0.5217391304347826,14981718.731343284,24070717.1742495,89,5,East,6500.0,True
24600000.0,756.0,2,2.0,1.0,1.0,12.0,22.0,0.5454545454545454,31693908.45,24070717.1742495,90,5,East,7500.0,True
105300000.0,2746.0,5,6.0,1.2,2.0,29.0,29.0,1.0,31693908.45,24070717.1742495,90,5,East,12.0,True
24600000.0,756.0,2,2.0,1.0,1.0,17.0,25.0,0.68,31693908.45,24070717.1742495,89,5,East,7000.0,True
13000000.0,439.0,1,1.0,1.0,2.0,7.0,22.0,0.3181818181818182,31693908.45,24070717.1742495,90,5,North - East,7.0,True
27900000.0,913.0,3,3.0,1.0,2.0,7.0,22.0,0.3181818181818182,31693908.45,24070717.1742495,90,5,South - East,7.0,True
11100000.0,517.0,2,2.0,1.0,2.0,7.0,23.0,0.5333333333333333,11356333.333333334,24070717.1742495,89,5,West,4000.0,True
32500000.0,1054.0,3,3.0,1.0,2.0,8.0,11.0,0.7272727272727273,31693908.45,24070717.1742495,90,5,West,2500.0,True
17900000.0,858.0,2,2.0,1.0,4.0,8.0,19.0,0.4210526315789473,31693908.45,24070717.1742495,90,5,East,8500.0,True
20500000.0,620.0,2,2.0,1.0,2.0,6.0,6.0,1.0,31693908.45,24070717.1742495,90,5,East,3000.0,True
14818000.0,598.0,2,2.0,1.0,2.0,6.0,22.0,0.2727272727272727,31693908.45,24070717.1742495,90,5,West,4700.0,True
22500000.0,1062.0,3,3.0,1.0,5.0,17.0,19.0,0.8947368421052632,31693908.45,24070717.1742495,90,5,East,10000.0,True
100000000.0,2065.0,4,6.0,1.5,2.0,28.0,32.0,0.875,31693908.45,24070717.1742495,90,5,East,30000.0,True
18905000.0,619.0,2,2.0,1.0,2.0,8.0,19.0,0.4210526315789473,31693908.45,24070717.1742495,90,5,East,6000.0,True
10200000.0,463.0,1,1.0,1.0,2.0,13.0,18.0,0.7222222222222222,14981718.731343284,24070717.1742495,90,5,East,5.0,True
12800000.0,439.0,1,1.0,1.0,2.0,16.0,21.0,0.7619047619047619,31693908.45,24070717.1742495,90,5,East,5.0,True
12000000.0,424.0,1,2.0,2.0,2.0,10.0,20.0,0.5,31693908.45,24070717.1742495,90,5,East,5000.0,True
60000000.0,1700.0,3,4.0,1.3333333333333333,1.0,29.0,69.0,0.4202898550724637,14981718.731343284,24070717.1742495,89,5,East,18.0,True
27500000.0,948.0,3,3.0,1.0,2.0,7.0,16.0,0.5333333333333333,31693908.45,24070717.1742495,0,0,East,2500.0,True
22200000.0,618.0,2,2.0,1.0,2.0,7.0,16.0,0.5333333333333333,31693908.45,24070717.1742495,0,0,East,2500.0,True
8550000.0,380.0,1,1.0,1.0,2.0,7.0,16.0,0.5333333333333333,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
15400000.0,528.0,2,2.0,1.0,2.0,7.0,16.0,0.5333333333333333,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
10400000.0,398.0,1,2.0,2.0,2.0,7.0,16.0,0.5333333333333333,14981718.731343284,24070717.1742495,0,0,East,2500.0,True
31000000.0,1076.0,3,3.0,1.0,1.0,10.0,22.0,0.4545454545454545,31693908.45,24070717.1742495,90,5,East,12.0,True
18500000.0,618.0,2,2.0,1.0,1.0,5.0,22.0,0.2272727272727272,31693908.45,24070717.1742495,90,5,North,9.0,True
3400000.0,510.0,1,2.0,2.0,2.0,2.0,18.0,0.1111111111111111,5624353.548736462,11238531.74308094,22,0,East,1900.0,True
4300000.0,550.0,2,2.0,1.0,2.0,5.0,25.0,0.2,5624353.548736462,11238531.74308094,90,5,East,0.0,True
5400000.0,736.0,2,2.0,1.0,1.0,2.0,18.0,0.1111111111111111,5624353.548736462,11238531.74308094,32,1,East,2499.0,True
7519000.0,624.0,2,2.0,1.0,2.0,3.0,7.0,0.4285714285714285,5624353.548736462,11238531.74308094,89,5,East,3000.0,True
18000000.0,1008.0,3,3.0,1.0,2.0,7.0,7.0,1.0,5624353.548736462,11238531.74308094,90,5,East,2000.0,True
4700000.0,580.0,2,2.0,1.0,2.0,15.0,27.0,0.5555555555555556,5624353.548736462,11238531.74308094,90,5,North,0.0,True
8320000.0,778.0,2,2.0,1.0,4.0,10.0,23.0,0.4347826086956521,5624353.548736462,11238531.74308094,90,5,East,2500.0,True
6000000.0,510.0,2,2.0,1.0,2.0,24.0,26.0,0.9230769230769232,5624353.548736462,11238531.74308094,90,5,East,0.0,True
4200000.0,633.0,2,2.0,1.0,1.0,4.0,18.0,0.2222222222222222,5624353.548736462,11238531.74308094,24,0,East,1500.0,True
6000000.0,660.0,2,2.0,1.0,2.0,38.0,38.0,1.0,5624353.548736462,11238531.74308094,90,5,East,0.0,True
4700000.0,638.0,2,2.0,1.0,1.0,3.0,7.0,0.4285714285714285,5624353.548736462,11238531.74308094,14,0,North - East,2500.0,True
4900000.0,437.0,1,2.0,2.0,2.0,17.0,23.0,0.7391304347826086,5624353.548736462,11238531.74308094,90,5,East,3.0,True
4549000.0,444.0,1,2.0,2.0,2.0,7.0,22.0,0.3181818181818182,5624353.548736462,11238531.74308094,90,5,East,3.0,True
3900000.0,634.0,1,1.0,1.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
5050000.0,510.0,2,2.0,1.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
5149000.0,479.0,1,1.0,1.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
3750000.0,400.0,1,2.0,2.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
19000000.0,1400.0,4,4.0,1.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
5100000.0,514.0,2,2.0,1.0,2.0,15.0,21.0,0.7142857142857143,5624353.548736462,11238531.74308094,90,5,East,5.0,True
7400000.0,711.0,2,2.0,1.0,3.0,25.0,35.0,0.7142857142857143,5624353.548736462,11238531.74308094,89,5,East,3.0,True
5555000.0,423.0,1,2.0,2.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
3490000.0,450.0,1,1.0,1.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
3600000.0,425.0,1,1.0,1.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
12500000.0,1195.0,3,3.0,1.0,1.0,12.0,22.0,0.5454545454545454,5624353.548736462,11238531.74308094,90,5,East,5975.0,True
45000000.0,2600.0,4,5.0,1.25,2.0,35.0,36.0,0.9722222222222222,5624353.548736462,11238531.74308094,90,5,East,1.0,True
7700000.0,656.0,2,2.0,1.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
5170000.0,416.0,1,2.0,2.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
4700000.0,416.0,1,2.0,2.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
4300000.0,410.0,1,2.0,2.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
6000000.0,572.0,2,2.0,1.0,1.0,8.0,24.0,0.3333333333333333,5624353.548736462,11238531.74308094,89,5,North - East,1350.0,True
5050000.0,510.0,2,2.0,1.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
5149000.0,479.0,1,1.0,1.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
3750000.0,400.0,1,2.0,2.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
19000000.0,1400.0,4,4.0,1.0,2.0,7.0,16.0,0.5333333333333333,5624353.548736462,11238531.74308094,0,0,East,2500.0,True
5100000.0,514.0,2,2.0,1.0,2.0,15.0,21.0,0.7142857142857143,5624353.548736462,11238531.74308094,90,5,East,5.0,True
